task	model	cond	replica	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	n_TP	n_TN	n_FP	n_FN	n_Error	n_Pass	n_Fail	n_tests_manual	n_TP_manual	n_TN_manual	n_FP_manual	n_FN_manual	n_Error_manual	n_Pass_manual	n_Fail_manual	n_tests_auto	n_TP_auto	n_TN_auto	n_FP_auto	n_FN_auto	n_Error_auto	n_Pass_auto	n_Fail_auto	p_Pass	p_Fail	p_TP	p_TN	p_FP	p_FN	p_Error	p_Pass_manual	p_Fail_manual	p_TP_manual	p_TN_manual	p_FP_manual	p_FN_manual	p_Error_manual	p_Pass_auto	p_Fail_auto	p_TP_auto	p_TN_auto	p_FP_auto	p_FN_auto	p_Error_auto
HE132	gemini-2.0-flash-exp	post	7	7	7	NQ	Gemini2.0				proprietary	15	7	5	1	2	0	12	3	12	6	3	1	2	0	9	3	1	1	0	0	0	0	1	0	0.8	0.2	0.466666666666667	0.333333333333333	0.0666666666666667	0.133333333333333	0	0.75	0.25	0.5	0.25	0.0833333333333333	0.166666666666667	0	1	0	1	0	0	0	0
HE132	gemini-2.0-flash-exp	post	8	7	7	NQ	Gemini2.0				proprietary	15	7	5	1	2	0	12	3	12	6	3	1	2	0	9	3	1	1	0	0	0	0	1	0	0.8	0.2	0.466666666666667	0.333333333333333	0.0666666666666667	0.133333333333333	0	0.75	0.25	0.5	0.25	0.0833333333333333	0.166666666666667	0	1	0	1	0	0	0	0
HE132	gemini-2.0-flash-exp	post	9	7	7	NQ	Gemini2.0				proprietary	15	7	5	1	2	0	12	3	12	6	3	1	2	0	9	3	1	1	0	0	0	0	1	0	0.8	0.2	0.466666666666667	0.333333333333333	0.0666666666666667	0.133333333333333	0	0.75	0.25	0.5	0.25	0.0833333333333333	0.166666666666667	0	1	0	1	0	0	0	0
HE132	gemini-2.0-flash-exp	post	10	7	7	NQ	Gemini2.0				proprietary	15	7	5	1	2	0	12	3	12	6	3	1	2	0	9	3	1	1	0	0	0	0	1	0	0.8	0.2	0.466666666666667	0.333333333333333	0.0666666666666667	0.133333333333333	0	0.75	0.25	0.5	0.25	0.0833333333333333	0.166666666666667	0	1	0	1	0	0	0	0
HE136	gemini-2.0-flash-exp	post	1	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE136	gemini-2.0-flash-exp	post	2	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE136	gemini-2.0-flash-exp	post	3	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE136	gemini-2.0-flash-exp	post	4	11	13	NQ	Gemini2.0				proprietary	18	9	7	0	2	0	16	2	14	9	3	0	2	0	12	2	0	0	0	0	0	0	0	0	0.888888888888889	0.111111111111111	0.5	0.388888888888889	0	0.111111111111111	0	0.857142857142857	0.142857142857143	0.642857142857143	0.214285714285714	0	0.142857142857143	0							
HE136	gemini-2.0-flash-exp	post	5	11	13	NQ	Gemini2.0				proprietary	18	8	7	0	3	0	15	3	14	8	3	0	3	0	11	3	0	0	0	0	0	0	0	0	0.833333333333333	0.166666666666667	0.444444444444444	0.388888888888889	0	0.166666666666667	0	0.785714285714286	0.214285714285714	0.571428571428571	0.214285714285714	0	0.214285714285714	0							
HE136	gemini-2.0-flash-exp	post	6	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE136	gemini-2.0-flash-exp	post	7	11	13	NQ	Gemini2.0				proprietary	18	9	7	0	2	0	16	2	14	9	3	0	2	0	12	2	0	0	0	0	0	0	0	0	0.888888888888889	0.111111111111111	0.5	0.388888888888889	0	0.111111111111111	0	0.857142857142857	0.142857142857143	0.642857142857143	0.214285714285714	0	0.142857142857143	0							
HE136	gemini-2.0-flash-exp	post	8	11	13	NQ	Gemini2.0				proprietary	18	11	7	0	0	0	18	0	14	11	3	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0.611111111111111	0.388888888888889	0	0	0	1	0	0.785714285714286	0.214285714285714	0	0	0							
HE136	gemini-2.0-flash-exp	post	9	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE136	gemini-2.0-flash-exp	post	10	11	13	NQ	Gemini2.0				proprietary	18	10	7	0	1	0	17	1	14	10	3	0	1	0	13	1	0	0	0	0	0	0	0	0	0.944444444444444	0.0555555555555556	0.555555555555556	0.388888888888889	0	0.0555555555555556	0	0.928571428571429	0.0714285714285714	0.714285714285714	0.214285714285714	0	0.0714285714285714	0							
HE138	gemini-2.0-flash-exp	post	1	13	14	NQ	Gemini2.0				proprietary	49	40	7	2	0	0	47	2	18	14	3	1	0	0	17	1	26	26	0	0	0	0	26	0	0.959183673469388	0.0408163265306122	0.816326530612245	0.142857142857143	0.0408163265306122	0	0	0.944444444444444	0.0555555555555556	0.777777777777778	0.166666666666667	0.0555555555555556	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	2	13	14	NQ	Gemini2.0				proprietary	49	40	5	4	0	0	45	4	18	14	2	2	0	0	16	2	26	26	0	0	0	0	26	0	0.918367346938776	0.0816326530612245	0.816326530612245	0.102040816326531	0.0816326530612245	0	0	0.888888888888889	0.111111111111111	0.777777777777778	0.111111111111111	0.111111111111111	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	3	13	14	NQ	Gemini2.0				proprietary	49	40	9	0	0	0	49	0	18	14	4	0	0	0	18	0	26	26	0	0	0	0	26	0	1	0	0.816326530612245	0.183673469387755	0	0	0	1	0	0.777777777777778	0.222222222222222	0	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	4	13	14	NQ	Gemini2.0				proprietary	49	40	7	2	0	0	47	2	18	14	3	1	0	0	17	1	26	26	0	0	0	0	26	0	0.959183673469388	0.0408163265306122	0.816326530612245	0.142857142857143	0.0408163265306122	0	0	0.944444444444444	0.0555555555555556	0.777777777777778	0.166666666666667	0.0555555555555556	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	5	13	14	NQ	Gemini2.0				proprietary	49	40	7	2	0	0	47	2	18	14	3	1	0	0	17	1	26	26	0	0	0	0	26	0	0.959183673469388	0.0408163265306122	0.816326530612245	0.142857142857143	0.0408163265306122	0	0	0.944444444444444	0.0555555555555556	0.777777777777778	0.166666666666667	0.0555555555555556	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	6	13	14	NQ	Gemini2.0				proprietary	49	40	7	2	0	0	47	2	18	14	3	1	0	0	17	1	26	26	0	0	0	0	26	0	0.959183673469388	0.0408163265306122	0.816326530612245	0.142857142857143	0.0408163265306122	0	0	0.944444444444444	0.0555555555555556	0.777777777777778	0.166666666666667	0.0555555555555556	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	7	13	14	NQ	Gemini2.0				proprietary	49	36	7	2	4	0	43	6	18	10	3	1	4	0	13	5	26	26	0	0	0	0	26	0	0.877551020408163	0.122448979591837	0.73469387755102	0.142857142857143	0.0408163265306122	0.0816326530612245	0	0.722222222222222	0.277777777777778	0.555555555555556	0.166666666666667	0.0555555555555556	0.222222222222222	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	8	13	14	NQ	Gemini2.0				proprietary	49	40	9	0	0	0	49	0	18	14	4	0	0	0	18	0	26	26	0	0	0	0	26	0	1	0	0.816326530612245	0.183673469387755	0	0	0	1	0	0.777777777777778	0.222222222222222	0	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	9	13	14	NQ	Gemini2.0				proprietary	49	40	9	0	0	0	49	0	18	14	4	0	0	0	18	0	26	26	0	0	0	0	26	0	1	0	0.816326530612245	0.183673469387755	0	0	0	1	0	0.777777777777778	0.222222222222222	0	0	0	1	0	1	0	0	0	0
HE138	gemini-2.0-flash-exp	post	10	13	14	NQ	Gemini2.0				proprietary	49	40	7	2	0	0	47	2	18	14	3	1	0	0	17	1	26	26	0	0	0	0	26	0	0.959183673469388	0.0408163265306122	0.816326530612245	0.142857142857143	0.0408163265306122	0	0	0.944444444444444	0.0555555555555556	0.777777777777778	0.166666666666667	0.0555555555555556	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	1	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	2	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	3	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	4	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	5	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	6	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	7	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	8	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	9	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE140	gemini-2.0-flash-exp	post	10	6	13	NQ	Gemini2.0				proprietary	106	100	6	0	0	0	106	0	12	8	4	0	0	0	12	0	92	92	0	0	0	0	92	0	1	0	0.943396226415094	0.0566037735849057	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0	1	0	1	0	0	0	0
HE141	gemini-2.0-flash-exp	post	1	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	2	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	3	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	4	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	5	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	6	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	7	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	8	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	9	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE141	gemini-2.0-flash-exp	post	10	4	5	NQ	Gemini2.0				proprietary	609	585	8	0	16	0	593	16	12	3	5	0	4	0	8	4	594	582	0	0	12	0	582	12	0.973727422003284	0.0262725779967159	0.960591133004926	0.013136288998358	0	0.0262725779967159	0	0.666666666666667	0.333333333333333	0.25	0.416666666666667	0	0.333333333333333	0	0.97979797979798	0.0202020202020202	0.97979797979798	0	0	0.0202020202020202	0
HE151	gemini-2.0-flash-exp	post	1	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	2	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	3	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	4	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	5	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	6	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	7	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	8	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	9	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE151	gemini-2.0-flash-exp	post	10	4	5	QQ	Gemini2.0				proprietary	70	63	7	0	0	0	70	0	12	7	5	0	0	0	12	0	56	56	0	0	0	0	56	0	1	0	0.9	0.1	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	1	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	2	5	7	NQ	Gemini2.0				proprietary	43	31	7	2	3	0	38	5	14	7	4	1	2	0	11	3	25	24	0	0	1	0	24	1	0.883720930232558	0.116279069767442	0.72093023255814	0.162790697674419	0.0465116279069768	0.0697674418604651	0	0.785714285714286	0.214285714285714	0.5	0.285714285714286	0.0714285714285714	0.142857142857143	0	0.96	0.04	0.96	0	0	0.04	0
HE158	gemini-2.0-flash-exp	post	3	5	7	NQ	Gemini2.0				proprietary	43	33	4	5	1	0	37	6	14	8	2	3	1	0	10	4	25	25	0	0	0	0	25	0	0.86046511627907	0.13953488372093	0.767441860465116	0.0930232558139535	0.116279069767442	0.0232558139534884	0	0.714285714285714	0.285714285714286	0.571428571428571	0.142857142857143	0.214285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	4	5	7	NQ	Gemini2.0				proprietary	43	31	7	2	3	0	38	5	14	7	4	1	2	0	11	3	25	24	0	0	1	0	24	1	0.883720930232558	0.116279069767442	0.72093023255814	0.162790697674419	0.0465116279069768	0.0697674418604651	0	0.785714285714286	0.214285714285714	0.5	0.285714285714286	0.0714285714285714	0.142857142857143	0	0.96	0.04	0.96	0	0	0.04	0
HE158	gemini-2.0-flash-exp	post	5	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	6	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	7	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	8	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE158	gemini-2.0-flash-exp	post	9	5	7	NQ	Gemini2.0				proprietary	43	31	4	5	3	0	35	8	14	7	2	3	2	0	9	5	25	24	0	0	1	0	24	1	0.813953488372093	0.186046511627907	0.72093023255814	0.0930232558139535	0.116279069767442	0.0697674418604651	0	0.642857142857143	0.357142857142857	0.5	0.142857142857143	0.214285714285714	0.142857142857143	0	0.96	0.04	0.96	0	0	0.04	0
HE158	gemini-2.0-flash-exp	post	10	5	7	NQ	Gemini2.0				proprietary	43	33	7	2	1	0	40	3	14	8	4	1	1	0	12	2	25	25	0	0	0	0	25	0	0.930232558139535	0.0697674418604651	0.767441860465116	0.162790697674419	0.0465116279069768	0.0232558139534884	0	0.857142857142857	0.142857142857143	0.571428571428571	0.285714285714286	0.0714285714285714	0.0714285714285714	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	1	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	2	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	3	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	4	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	5	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	6	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	7	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	8	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	9	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE16	gemini-2.0-flash-exp	post	10	6	5	Q	Gemini2.0				proprietary	16	10	6	0	0	0	16	0	8	6	2	0	0	0	8	0	4	4	0	0	0	0	4	0	1	0	0.625	0.375	0	0	0	1	0	0.75	0.25	0	0	0	1	0	1	0	0	0	0
HE160	gemini-2.0-flash-exp	pre	1	8	4	Q	Gemini2.0				proprietary	16	5	11	0	0	0	16	0	14	5	9	0	0	0	14	0	2	0	2	0	0	0	2	0	1	0	0.3125	0.6875	0	0	0	1	0	0.357142857142857	0.642857142857143	0	0	0	1	0	0	1	0	0	0
HE160	gemini-2.0-flash-exp	pre	2	8	4	Q	Gemini2.0				proprietary	16	5	11	0	0	0	16	0	14	5	9	0	0	0	14	0	2	0	2	0	0	0	2	0	1	0	0.3125	0.6875	0	0	0	1	0	0.357142857142857	0.642857142857143	0	0	0	1	0	0	1	0	0	0
HE160	gemini-2.0-flash-exp	pre	3	8	4	Q	Gemini2.0				proprietary	16	5	11	0	0	0	16	0	14	5	9	0	0	0	14	0	2	0	2	0	0	0	2	0	1	0	0.3125	0.6875	0	0	0	1	0	0.357142857142857	0.642857142857143	0	0	0	1	0	0	1	0	0	0
