task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE74	gpt-4-turbo	pre	5	4	Q	GPT4	11			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE74	gpt-4-turbo	post	5	4	Q	GPT4	11			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE80	gpt-4-turbo	pre	6	2	Q	GPT4	11			proprietary	10	0	0	0	0.4	0	0.5	0	0	0	0.1	0	0	0	0.9	0	0.1	0	0	0	0.875	10	1	1	0	0
HE80	gpt-4-turbo	post	6	5	Q	GPT4	11			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE84	gpt-4-turbo	pre	2	1	S	GPT4	11			proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE84	gpt-4-turbo	post	2	5	NQ	GPT4	11			proprietary	13	0.9	9	0.9	0.692307692307692	0	0.292307692307692	0.048650425541052	0	0	0	0	0.0153846153846154	0.048650425541052	0.984615384615385	0.048650425541052	0.0153846153846154	0.048650425541052	9	0.9	0.99	10	1	1	1	0
HE86	gpt-4-turbo	post	4	2	NQ	GPT4	11			proprietary	15	0.6	6	0.6	0.506666666666667	0.0644061188719531	0.446666666666667	0.0322030594359765	0.00666666666666667	0.0210818510677892	0.02	0.0632455532033676	0.02	0.0449965705140369	0.953333333333333	0.0706233270314253	0.0466666666666667	0.0706233270314253	6	0.6	0.936363636363636	10	1		2	0
HE90	gpt-4-turbo	pre	3	1	S	GPT4	11			proprietary	50	0.4	4	0.4	0.372	0.299510712106707	0.28	0	0	0	0.348	0.299510712106707	0	0	0.652	0.299510712106707	0.348	0.299510712106707	4	0.4	0.8	4	0.4	0.631818181818182	0	0
HE90	gpt-4-turbo	post	3	1	S	GPT4	11			proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	gpt-4-turbo	pre	7	2	S	GPT4	11			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	gpt-4-turbo	post	7	3	S	GPT4	11			proprietary	20	0.5	5	0.5	0.72	0.113529242439509	0.175	0.0353553390593274	0.015	0.0241522945769824	0.05	0.0849836585598797	0.04	0.126491106406735	0.895	0.138343373129648	0.105	0.138343373129648	5	0.5	0.892857142857143	9	0.9	0.975	1	0
HE0	gpt-4o	post	5	4	QQ	GPT4o	4			proprietary	33	1	10	1	0.878787878787879	0	0.121212121212121	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE1	gpt-4o	pre	5	9	NQ	GPT4o	4			proprietary	222	0.1	1	0.1	0.0135135135135135	0.00424688757469398	0.580630630630631	0.31662426723528	0.401351351351351	0.31662426723528	0.0045045045045045	0.00424688757469398	0	0	0.594144144144144	0.318781534458564	0.405855855855856	0.318781534458564	1	0.1	0.727272727272727	1	0.1	0.587203791469194	0	0
HE1	gpt-4o	post	5	6	NQ	GPT4o	4			proprietary	11	0	0	0	0.545454545454545	0	0.190909090909091	0.0287479787288034	0.263636363636364	0.0287479787288034	0	0	0	0	0.736363636363636	0.0287479787288035	0.263636363636364	0.0287479787288034	0	0	0.788888888888889	10	1		0	0
HE101	gpt-4o	pre	9	7	NQ	GPT4o	4			proprietary	519	0	0	0	0.21868978805395	0.0666297171523649	0.0932562620423892	0.0308846630651559	0.0377649325626204	0.0308846630651559	0.65028901734104	0.0666297171523649	0	0	0.311946050096339	0.0618203921329653	0.688053949903661	0.0618203921329653	0	0	0.566666666666667	0	0	0.305917159763314	0	0
HE101	gpt-4o	post	9	6	QQ	GPT4o	4			proprietary	463	0.8	8	0.8	0.984449244060475	0.000910663113079452	0.0151187904967603	0	0	0	0.000431965442764579	0.000910663113079447	0	0	0.999568034557235	0.000910663113079452	0.000431965442764579	0.000910663113079447	10	1	1	8	0.8	0.999552572706935	0	0
HE104	gpt-4o	pre	6	2	S	GPT4o	4			proprietary	25	1	10	1	0.24	0	0.76	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE104	gpt-4o	post	6	5	QQ	GPT4o	4			proprietary	15	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE108	gpt-4o	post	2	3	NQ	GPT4o	4			proprietary	12	0.4	4	0.4	0.4	0.165738154335292	0.258333333333333	0.159329226663333	0.025	0.0562457131425461	0.05	0.112491426285092	0.266666666666667	0.344265186329548	0.658333333333333	0.315372599544111	0.341666666666667	0.31537259954411	4	0.4	0.69	10	1		4	0
HE111	gpt-4o	pre	8	3	Q	GPT4o	4			proprietary	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE111	gpt-4o	post	8	10	QQ	GPT4o	4			proprietary	17	0.9	9	0.9	0.705882352941177	0	0.288235294117647	0.0186016332951081	0.00588235294117647	0.0186016332951081	0	0	0	0	0.994117647058824	0.0186016332951081	0.00588235294117647	0.0186016332951081	9	0.9	0.9875	10	1	1	0	0
HE114	gpt-4o	post	5	6	QQ	GPT4o	4			proprietary	28	0.4	4	0.4	0.635714285714286	0.129099444873581	0.210714285714286	0.0112938487863156	0.00357142857142857	0.0112938487863156	0.15	0.129099444873581	0	0	0.846428571428571	0.132619261348892	0.153571428571429	0.132619261348892	4	0.4	0.836363636363636	4	0.4	0.807692307692308	0	0
HE120	gpt-4o	pre	7	2	S	GPT4o	4			proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE120	gpt-4o	post	7	8	NQ	GPT4o	4			proprietary	48	0.7	7	0.7	0.764583333333333	0.148309012779416	0.145833333333333	0	0	0	0.0895833333333333	0.148309012779416	0	0	0.910416666666667	0.148309012779416	0.0895833333333333	0.148309012779416	7	0.7	0.930769230769231	7	0.7	0.896969696969697	0	0
HE127	gpt-4o	pre	4	2	Q	GPT4o	4			proprietary	21	0.5	5	0.5	0.69047619047619	0.0250974417473681	0.285714285714286	0	0	0	0.0238095238095238	0.0250974417473681	0	0	0.976190476190476	0.0250974417473681	0.0238095238095238	0.0250974417473681	5	0.5	0.9	10	1	1	0	0
HE127	gpt-4o	post	4	5	Q	GPT4o	4			proprietary	24	0.6	6	0.6	0.775	0.0215165741455967	0.208333333333333	0	0	0	0.00416666666666667	0.0131761569173682	0.0125	0.0201269121474853	0.983333333333333	0.0215165741455967	0.0166666666666667	0.0215165741455968	6	0.6	0.96	10	1	1	3	0
HE13	gpt-4o	pre	5	3	Q	GPT4o	4			proprietary	47	1	10	1	0.702127659574468	0	0.297872340425532	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE13	gpt-4o	post	5	4	QQ	GPT4o	4			proprietary	44	1	10	1	0.863636363636364	0	0.136363636363636	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE132	gpt-4o	pre	7	3	Q	GPT4o	4			proprietary	363	0.9	9	0.9	0.0151515151515152	0.00435575435284901	0.885123966942149	0.311000860793419	0.0983471074380165	0.311000860793419	0.00137741046831956	0.00435575435284901	0	0	0.900275482093664	0.315356615146268	0.0997245179063361	0.315356615146268	9	0.9	0.91	9	0.9	0.9	0	0
HE132	gpt-4o	post	7	7	NQ	GPT4o	4			proprietary	18	0.5	5	0.5	0.527777777777778	0.180020574955774	0.277777777777778	0.0740740740740741	0.0555555555555556	0.0740740740740741	0.138888888888889	0.180020574955774	0	0	0.805555555555556	0.234608508505925	0.194444444444444	0.234608508505925	5	0.5	0.8	10	1	1	0	0
HE136	gpt-4o	post	11	13	NQ	GPT4o	4			proprietary	22	0	0	0	0.577272727272727	0.0219566314336204	0.363636363636364	0	0	0	0.0590909090909091	0.0219566314336204	0	0	0.940909090909091	0.0219566314336204	0.0590909090909091	0.0219566314336204	0	0	0.927777777777778	10	1		0	0
HE138	gpt-4o	post	13	14	NQ	GPT4o	4			proprietary	49	0.2	2	0.2	0.816326530612245	0	0.148979591836735	0.0236633022189471	0.0346938775510204	0.0236633022189471	0	0	0	0	0.96530612244898	0.023663302218947	0.0346938775510204	0.0236633022189471	4	0.4	0.966666666666667	10	1	1	0	0
HE140	gpt-4o	post	6	13	NQ	GPT4o	4			proprietary	106	0	0	0	0.313207547169811	0.0579504377347896	0.0471698113207547	0	0.00943396226415094	0	0.630188679245283	0.0579504377347896	0	0	0.360377358490566	0.0579504377347897	0.639622641509434	0.0579504377347896	0	0	0.658333333333333	0	0	0.307608695652174	0	0
HE141	gpt-4o	post	4	5	NQ	GPT4o	4			proprietary	609	0.5	5	0.5	0.984072249589491	0.00826654616224916	0.0126436781609195	0.000793178803841786	0.000492610837438424	0.000793178803841786	0.00279146141215107	0.00826654616224917	0	0	0.996715927750411	0.0081184438829728	0.00328407224958949	0.00811844388297281	8	0.8	0.958333333333333	9	0.9	0.997979797979798	0	0
HE151	gpt-4o	post	4	5	QQ	GPT4o	4			proprietary	70	1	10	1	0.9	0	0.1	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE158	gpt-4o	post	5	7	NQ	GPT4o	4			proprietary	43	0	0	0	0.725581395348837	0.0407253505009727	0.153488372093023	0.022467250769286	0.0558139534883721	0.022467250769286	0.0651162790697674	0.0407253505009727	0	0	0.87906976744186	0.0449345015385719	0.12093023255814	0.0449345015385719	0	0	0.778571428571429	3	0.3	0.96	0	0
HE16	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	16	0.7	7	0.7	0.625	0	0.35625	0.030190368221228	0	0	0	0	0.01875	0.030190368221228	0.98125	0.030190368221228	0.01875	0.030190368221228	10	1	1	10	1	1	3	0
HE160	gpt-4o	pre	8	4	Q	GPT4o	4			proprietary	16	0.7	7	0.7	0.3125	0	0.64375	0.0979388272795263	0.04375	0.0979388272795263	0	0	0	0	0.95625	0.0979388272795263	0.04375	0.0979388272795263	7	0.7	0.957142857142857	9	0.9	0.95	0	0
HE160	gpt-4o	post	8	8	NQ	GPT4o	4			proprietary	17	1	10	1	0.764705882352941	0	0.235294117647059	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE161	gpt-4o	post	5	6	QQ	GPT4o	4			proprietary	13	1	10	1	0.615384615384615	0	0.384615384615385	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE20	gpt-4o	pre	5	2	S	GPT4o	4			proprietary	29	1	10	1	0.586206896551724	0	0.413793103448276	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE20	gpt-4o	post	5	3	QQ	GPT4o	4			proprietary	28	0.9	9	0.9	0.760714285714286	0.191995429367366	0.175	0.0112938487863156	0.00357142857142857	0.0112938487863156	0.0607142857142857	0.191995429367366	0	0	0.935714285714286	0.203289278153682	0.0642857142857143	0.203289278153682	9	0.9	0.927272727272727	9	0.9	0.935714285714286	0	0
HE21	gpt-4o	post	6	6	NQ	GPT4o	4			proprietary	59	0	0	0	0.876271186440678	0.00818721850067198	0.101694915254237	0	0	0	0.0220338983050847	0.008187218500672	0	0	0.977966101694915	0.00818721850067203	0.0220338983050847	0.008187218500672	10	1	1	0	0	0.965789473684211	0	0
HE24	gpt-4o	pre	3	1	S	GPT4o	4			proprietary	31	1	10	1	0.806451612903226	0	0.193548387096774	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE24	gpt-4o	post	3	2	Q	GPT4o	4			proprietary	35	0.7	7	0.7	0.828571428571429	0	0.157142857142857	0.0277664375945014	0.00571428571428571	0.018070158058105	0	0	0.00857142857142857	0.0138013111868471	0.985714285714286	0.0277664375945014	0.0142857142857143	0.0277664375945014	7	0.7	0.958333333333333	10	1	1	3	0
HE30	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	14	1	10	1	0.714285714285714	0	0.285714285714286	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE37	gpt-4o	post	3	2	S	GPT4o	4			proprietary	43	0.2	2	0.2	0.86046511627907	0	0.102325581395349	0.0196110242491062	0	0	0	0	0.0372093023255814	0.0196110242491062	0.962790697674419	0.0196110242491062	0.0372093023255814	0.0196110242491062	2	0.2	0.866666666666667	10	1	1	8	0
HE42	gpt-4o	post	8	10	NQ	GPT4o	4			proprietary	81	0	0	0	0.661728395061728	0.203876137684162	0.045679012345679	0.0210239337850943	0.0271604938271605	0.0223892518662312	0.251851851851852	0.20627097374546	0.0135802469135802	0.0429445114343854	0.707407407407407	0.195466753195012	0.292592592592593	0.195466753195012	0	0	0.592307692307692	0	0	0.7359375	1	0
HE43	gpt-4o	post	8	8	QQ	GPT4o	4			proprietary	29	0.1	1	0.1	0.606896551724138	0.0654264343483113	0.206896551724138	0	0	0	0.186206896551724	0.0654264343483113	0	0	0.813793103448276	0.0654264343483113	0.186206896551724	0.0654264343483113	1	0.1	0.9	1	0.1	0.75	0	0
HE45	gpt-4o	pre	1	2	S	GPT4o	4			proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE45	gpt-4o	post	1	1	S	GPT4o	4			proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE50	gpt-4o	post	2	3	NQ	GPT4o	4			proprietary	22	0.5	5	0.5	0.468181818181818	0.0431219680932052	0.5	0	0	0	0.0272727272727273	0.0317820863081864	0.00454545454545455	0.0143739893644017	0.968181818181818	0.0431219680932052	0.0318181818181818	0.0431219680932052	9	0.9	0.978571428571429	6	0.6	0.6	1	0
HE57	gpt-4o	post	3	3	S	GPT4o	4			proprietary	17	0	0	0	0.588235294117647	0	0.352941176470588	0	0	0	0	0	0.0588235294117647	0	0.941176470588235	0	0.0588235294117647	0	10	1	1	0	0	0.666666666666667	10	0
HE60	gpt-4o	pre	2	1	S	GPT4o	4			proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE60	gpt-4o	post	2	1	Q	GPT4o	4			proprietary	10	0.1	1	0.1	0.51	0.0316227766016838	0.4	0	0	0	0.09	0.0316227766016838	0	0	0.91	0.0316227766016838	0.09	0.0316227766016838	1	0.1	0.8875	10	1		0	0
HE65	gpt-4o	pre	3	2	S	GPT4o	4			proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE65	gpt-4o	post	3	2	NQ	GPT4o	4			proprietary	25	0.6	6	0.6	0.656	0.0337309617084627	0.312	0.0168654808542313	0.008	0.0168654808542314	0.024	0.0337309617084627	0	0	0.968	0.0491709037722287	0.032	0.0491709037722287	6	0.6	0.977777777777778	8	0.8	0.933333333333333	0	0
HE71	gpt-4o	post	5	5	QQ	GPT4o	4			proprietary	18	0.7	7	0.7	0.705555555555555	0.0268358828633138	0.277777777777778	0	0	0	0	0	0.0166666666666667	0.0268358828633138	0.983333333333333	0.0268358828633138	0.0166666666666667	0.0268358828633138	7	0.7	0.972727272727273	10	1	1	3	0
HE73	gpt-4o	post	5	4	NQ	GPT4o	4			proprietary	78	0	0	0	0.782051282051282	0.141090376232643	0.0692307692307692	0.00662048435249132	0.00769230769230769	0.00662048435249131	0.141025641025641	0.141090376232643	0	0	0.851282051282051	0.138371818562889	0.148717948717949	0.138371818562889	3	0.3	0.858333333333333	0	0	0.840322580645161	0	0
HE74	gpt-4o	pre	5	4	Q	GPT4o	4			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE74	gpt-4o	post	5	4	Q	GPT4o	4			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE80	gpt-4o	pre	6	2	Q	GPT4o	4			proprietary	10	0	0	0	0.38	0.0632455532033676	0.5	0	0	0	0.12	0.0632455532033676	0	0	0.88	0.0632455532033676	0.12	0.0632455532033676	0	0	0.8625	9	0.9	0.95	0	0
HE80	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE84	gpt-4o	pre	2	1	S	GPT4o	4			proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE84	gpt-4o	post	2	5	NQ	GPT4o	4			proprietary	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE86	gpt-4o	post	4	2	NQ	GPT4o	4			proprietary	15	0.9	9	0.9	0.506666666666667	0.0843274042711568	0.466666666666667	0	0	0	0	0	0.0266666666666667	0.0843274042711568	0.973333333333333	0.0843274042711568	0.0266666666666667	0.0843274042711568	9	0.9	0.963636363636364	10	1		1	0
HE90	gpt-4o	pre	3	1	S	GPT4o	4			proprietary	50	0.8	8	0.8	0.696	0.0505964425626941	0.28	0	0	0	0.024	0.0505964425626941	0	0	0.976	0.0505964425626941	0.024	0.0505964425626941	8	0.8	0.966666666666667	8	0.8	0.977272727272727	0	0
HE90	gpt-4o	post	3	1	S	GPT4o	4			proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	gpt-4o	pre	7	2	S	GPT4o	4			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	gpt-4o	post	7	3	S	GPT4o	4			proprietary	20	0.8	8	0.8	0.79	0.0210818510677892	0.195	0.0158113883008419	0.005	0.0158113883008419	0.01	0.0210818510677892	0	0	0.985	0.0337474278855276	0.015	0.0337474278855276	8	0.8	0.985714285714286	10	1	1	0	0
HE0	Hermes-2-Theta-Llama-3-70B	post	5	4	QQ	Hermes2		70.6		open	33	0.5	5	0.5	0.5	0.438260467675084	0.0606060606060606	0.0638843971751188	0	0	0	0	0.439393939393939	0.497160594033322	0.560606060606061	0.497160594033322	0.439393939393939	0.497160594033322	5	0.5	0.5	6	0.6	0.6	5	4
HE1	Hermes-2-Theta-Llama-3-70B	pre	5	9	NQ	Hermes2		70.6		open	222	0	0	0	0.00135135135135135	0.00427334818941673	0.0337837837837838	0.106833704735418	0.0644144144144144	0.203696263695531	0.00045045045045045	0.00142444939647224	0.9	0.316227766016838	0.0351351351351351	0.111107052924835	0.964864864864865	0.111107052924835	0	0	0.0636363636363636	0	0	0.0336492890995261	9	9
HE1	Hermes-2-Theta-Llama-3-70B	post	5	6	NQ	Hermes2		70.6		open	11	0	0	0	0.109090909090909	0.229983829830428	0.0363636363636364	0.0766612766101425	0.0545454545454545	0.114991914915214	0	0	0.8	0.421637021355784	0.145454545454545	0.30664510644057	0.854545454545454	0.30664510644057	0	0	0.155555555555556	10	1		8	8
HE101	Hermes-2-Theta-Llama-3-70B	pre	9	7	NQ	Hermes2		70.6		open	519	0	0	0	0.0208092485549133	0.0441041916794764	0.020616570327553	0.0429599958556228	0.00578034682080925	0.0121860410796469	0.152986512524085	0.322555859945697	0.79980732177264	0.42153589913441	0.0414258188824663	0.0869463095503209	0.958574181117534	0.0869463095503209	0	0	0.0666666666666667	0	0	0.0408284023668639	8	7
HE101	Hermes-2-Theta-Llama-3-70B	post	9	6	QQ	Hermes2		70.6		open	463	0.1	1	0.1	0.452915766738661	0.479297891227142	0.0060475161987041	0.00780730984116686	0	0	0.0375809935205184	0.0605111484002151	0.503455723542117	0.523505019274122	0.458963282937365	0.485462507178821	0.541036717062635	0.485462507178821	4	0.4	0.4	2	0.2	0.461073825503356	6	5
HE104	Hermes-2-Theta-Llama-3-70B	pre	6	2	S	Hermes2		70.6		open	25	0.5	5	0.5	0.128	0.120443624433453	0.436	0.380152016377075	0	0	0	0	0.436	0.497621007059255	0.564	0.497621007059255	0.436	0.497621007059255	5	0.5	0.5	6	0.6	0.6	5	4
HE104	Hermes-2-Theta-Llama-3-70B	post	6	5	QQ	Hermes2		70.6		open	15	0.2	2	0.2	0.193333333333333	0.25810324281306	0.12	0.193218356615859	0	0	0.0133333333333333	0.0421637021355784	0.673333333333333	0.467670877201816	0.313333333333333	0.447820510781433	0.686666666666667	0.447820510781433	3	0.3	0.3	4	0.4	0.4	7	5
HE108	Hermes-2-Theta-Llama-3-70B	post	2	3	NQ	Hermes2		70.6		open	12	0	0	0	0.1	0.129099444873581	0.133333333333333	0.172132593164774	0.0333333333333333	0.0430331482911935	0.133333333333333	0.172132593164774	0.6	0.516397779494322	0.233333333333333	0.301232038038355	0.766666666666667	0.301232038038355	0	0	0.24	10	1		6	6
HE111	Hermes-2-Theta-Llama-3-70B	pre	8	3	Q	Hermes2		70.6		open	85	0.4	4	0.4	0.0470588235294118	0.0607526799405085	0.352941176470588	0.455645099553814	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE111	Hermes-2-Theta-Llama-3-70B	post	8	10	QQ	Hermes2		70.6		open	17	0.4	4	0.4	0.282352941176471	0.364516079643051	0.117647058823529	0.151881699851271	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE114	Hermes-2-Theta-Llama-3-70B	post	5	6	QQ	Hermes2		70.6		open	28	0.4	4	0.4	0.314285714285714	0.405741112459825	0.0857142857142857	0.110656667034498	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE120	Hermes-2-Theta-Llama-3-70B	pre	7	2	S	Hermes2		70.6		open	56	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE120	Hermes-2-Theta-Llama-3-70B	post	7	8	NQ	Hermes2		70.6		open	48	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE127	Hermes-2-Theta-Llama-3-70B	pre	4	2	Q	Hermes2		70.6		open	21	0.1	1	0.1	0.261904761904762	0.339882747704188	0.104761904761905	0.138013111868471	0	0	0.00952380952380952	0.0200779533978945	0.623809523809524	0.490499305974023	0.366666666666667	0.477273899778128	0.633333333333333	0.477273899778129	1	0.1	0.26	4	0.4	0.4	7	6
HE127	Hermes-2-Theta-Llama-3-70B	post	4	5	Q	Hermes2		70.6		open	24	0	0	0	0.1875	0.309476110488294	0.0625	0.100634560737427	0	0	0.05	0.105409255338946	0.7	0.483045891539648	0.25	0.408248290463863	0.75	0.408248290463863	0	0	0.2	2	0.2	0.281818181818182	7	7
HE13	Hermes-2-Theta-Llama-3-70B	pre	5	3	Q	Hermes2		70.6		open	47	0.3	3	0.3	0.21063829787234	0.339159881293795	0.0893617021276596	0.143886010245853	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE13	Hermes-2-Theta-Llama-3-70B	post	5	4	QQ	Hermes2		70.6		open	42	0.2	2	0.2	0.388095238095238	0.413468451325944	0.0571428571428571	0.0737711113563317	0	0	0.0285714285714286	0.0690065559342354	0.526190476190476	0.505506339335213	0.445238095238095	0.476329344830641	0.554761904761905	0.476329344830641	2	0.2	0.333333333333333	3	0.3	0.480645161290323	6	5
HE132	Hermes-2-Theta-Llama-3-70B	pre	7	3	Q	Hermes2		70.6		open	363	0.2	2	0.2	0.00385674931129477	0.00689622896437781	0.393388429752066	0.507862279006813	0	0	0.00165289256198347	0.00371872483587081	0.601101928374656	0.514985020457121	0.397245179063361	0.512863517514145	0.602754820936639	0.512863517514145	2	0.2	0.3	4	0.4	0.4	7	6
HE132	Hermes-2-Theta-Llama-3-70B	post	7	7	NQ	Hermes2		70.6		open	15	0	0	0	0.16	0.222666223108895	0.0666666666666667	0.113311544746506	0.0933333333333333	0.141246654062851	0.0733333333333333	0.123528374308332	0.606666666666667	0.50815570667092	0.226666666666667	0.29681436190336	0.773333333333333	0.29681436190336	0	0	0.233333333333333	3	0.3	0.3	7	6
HE136	Hermes-2-Theta-Llama-3-70B	post	11	13	NQ	Hermes2		70.6		open	18	0	0	0	0.0444444444444444	0.140545673785261	0.0388888888888889	0.122977464562104	0	0	0.0166666666666667	0.052704627669473	0.9	0.316227766016838	0.0833333333333333	0.263523138347365	0.916666666666667	0.263523138347365	0	0	0.0785714285714286	10	1		9	9
HE138	Hermes-2-Theta-Llama-3-70B	post	13	14	NQ	Hermes2		70.6		open	49	0	0	0	0.240816326530612	0.387910220792933	0.0326530612244898	0.054591571830582	0.0224489795918367	0.0390194024481632	0.00408163265306122	0.0129072557557893	0.7	0.483045891539648	0.273469387755102	0.440992658106322	0.726530612244898	0.440992658106322	0	0	0.255555555555556	3	0.3	0.3	7	7
HE140	Hermes-2-Theta-Llama-3-70B	post	6	13	NQ	Hermes2		70.6		open	106	0	0	0	0.0688679245283019	0.130724598041863	0.0160377358490566	0.0259505421833683	0	0	0.20188679245283	0.33467157496695	0.713207547169811	0.463176697363435	0.0849056603773585	0.153154662413659	0.915094339622642	0.153154662413659	0	0	0.175	0	0	0.0684782608695652	8	7
HE141	Hermes-2-Theta-Llama-3-70B	post	4	5	NQ	Hermes2		70.6		open	609	0	0	0	0.193103448275862	0.407222163358285	0.00246305418719212	0.00520697799409974	0.000164203612479475	0.000519257415462788	0.000821018062397373	0.00259628707731394	0.803448275862069	0.414447120442106	0.195566502463054	0.412403909851704	0.804433497536946	0.412403909851704	1	0.1	0.191666666666667	1	0.1	0.195791245791246	9	8
HE151	Hermes-2-Theta-Llama-3-70B	post	4	5	QQ	Hermes2		70.6		open	70	0.4	4	0.4	0.36	0.46475800154489	0.04	0.0516397779494322	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE158	Hermes-2-Theta-Llama-3-70B	post	5	7	NQ	Hermes2		70.6		open	43	0	0	0	0.286046511627907	0.360785887116955	0.0627906976744186	0.0767794140428799	0.0372093023255814	0.0467693120279019	0.106976744186047	0.230011900628257	0.506976744186047	0.520108247759692	0.348837209302326	0.416012646976705	0.651162790697674	0.416012646976705	0	0	0.328571428571429	0	0	0.38	6	5
HE16	Hermes-2-Theta-Llama-3-70B	post	6	5	Q	Hermes2		70.6		open	16	0	0	0	0.25625	0.317938782542244	0.15	0.159208109787857	0.01875	0.030190368221228	0.05625	0.177878118384471	0.51875	0.507795138592108	0.40625	0.467010661905414	0.59375	0.467010661905414	4	0.4	0.4375	4	0.4	0.4	8	5
